"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL522590";"";"None";"424.82";"0";"3.78";"7";"Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21";"IC50";"'='";"11700.0";"nM";"4.93";"";"";"UO_0000065";"11.61";"0.22";"1.15";"5.84";"0";"CHEMBL963375";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153825";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"11700.0"
"CHEMBL513330";"GW781673X";"None";"336.79";"0";"3.45";"25";"Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.82";"0.34";"2.55";"8.82";"0";"CHEMBL1002021";"Inhibition of human CDK2 by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.0"
"CHEMBL188938";"";"None";"333.31";"0";"2.84";"30";"O=[N+]([O-])c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"25.57";"0.47";"5.68";"7.67";"0";"CHEMBL1002021";"Inhibition of human CDK2 by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"0.003"
"CHEMBL361231";"";"None";"431.56";"0";"3.88";"9j";"CC(C)COc1cc(Nc2ccc(S(=O)(=O)N(C)C)cc2)n2ncc(C(C)C)c2n1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.72";"0.27";"2.04";"6.67";"0";"CHEMBL828118";"Inhibitory concentration for Cyclin-dependent kinase 2 was determined in the presence of 100 um ATP (Km 50 uM)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.2"
"CHEMBL178769";"";"None";"542.89";"1";"3.82";"9l";"CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Br)cnn23)cc1Cl";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"16.02";"0.37";"4.88";"7.39";"0";"CHEMBL828118";"Inhibitory concentration for Cyclin-dependent kinase 2 was determined in the presence of 100 um ATP (Km 50 uM)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.002"
"CHEMBL58139";"";"None";"386.43";"0";"1.04";"16e";"CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2";"IC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"18.55";"0.36";"6.13";"6.44";"0";"CHEMBL660704";"Inhibitory activity against Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136528";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.068"
"CHEMBL272165";"GW300657X";"None";"450.48";"0";"1.43";"C28";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"17.87";"0.34";"6.62";"5.17";"1";"CHEMBL661123";"Evaluated for inhibition of human cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137075";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"8.9"
"CHEMBL269827";"GW276655X";"None";"383.39";"0";"1.76";"C30";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"22.53";"0.44";"6.88";"6.18";"1";"CHEMBL661123";"Evaluated for inhibition of human cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137075";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"2.3"
"CHEMBL1800449";"";"None";"288.31";"0";"-0.03";"8";"Nc1nccc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"26.63";"0.50";"7.71";"6.63";"0";"CHEMBL1804256";"Inhibition of CDK2 in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799991";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.021"
"CHEMBL193643";"";"None";"404.40";"0";"2.56";"2r";"Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.68";"0.33";"4.18";"5.26";"0";"CHEMBL831707";"In vitro inhibitory concentration against cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144370";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.18"
"CHEMBL260103";"";"None";"346.37";"0";"1.11";"45";"COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"22.87";"0.45";"6.81";"6.45";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"12.0"
"CHEMBL182419";"";"None";"308.34";"0";"3.41";"24";"O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CCCC1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"20.58";"0.38";"2.94";"7.84";"0";"CHEMBL828499";"Inhibition of cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137112";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.45"
"CHEMBL269882";"";"None";"390.81";"0";"1.63";"77";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nc(Cl)c4c32)cc1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"22.15";"0.45";"7.03";"6.08";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2.2"
"CHEMBL178737";"";"None";"496.53";"0";"2.12";"10";"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"10.63";"0.19";"3.16";"5.21";"0";"CHEMBL831696";"Inhibition of human Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138659";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"5.3"
"CHEMBL363069";"";"None";"462.24";"0";"4.67";"21";"Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(O)cc1F";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"15.76";"0.32";"2.61";"7.46";"0";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"52.0"
"CHEMBL188392";"";"None";"489.27";"0";"4.06";"37";"NC(=O)c1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"15.00";"0.30";"3.28";"6.09";"0";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"46.0"
"CHEMBL188673";"";"None";"407.38";"0";"3.67";"10";"COc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1";"IC50";"'='";"603.0";"nM";"6.22";"";"";"UO_0000065";"15.27";"0.28";"2.55";"7.17";"0";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"603.0"
"CHEMBL392614";"";"None";"398.90";"0";"3.88";"16";"CCNC(=O)N1CCC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1";"IC50";"'='";"555.0";"nM";"6.26";"";"";"UO_0000065";"15.68";"0.31";"2.38";"7.28";"0";"CHEMBL886373";"Inhibition of CDK2 by IMAP technology";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139954";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"555.0"
"CHEMBL380331";"";"None";"402.48";"0";"1.20";"14";"NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"16.32";"0.32";"5.37";"4.28";"0";"CHEMBL867700";"Inhibition of CDK2 using 100 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.27"
"CHEMBL203571";"";"None";"361.43";"0";"1.36";"13";"CCN(CC)c1cc(Nc2ccc(S(N)(=O)=O)cc2)n2ncnc2n1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"17.70";"0.35";"5.04";"5.40";"0";"CHEMBL867700";"Inhibition of CDK2 using 100 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138980";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.4"
"CHEMBL181606";"";"None";"471.63";"0";"3.53";"9i";"CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(NC3CCCC(N)C3)nc12";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"12.04";"0.23";"2.15";"4.83";"0";"CHEMBL828118";"Inhibitory concentration for Cyclin-dependent kinase 2 was determined in the presence of 100 um ATP (Km 50 uM)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"2.1"
"CHEMBL100664";"";"None";"409.49";"0";"3.27";"6A";"COc1ccccc1Nc1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"11.78";"0.22";"1.55";"5.26";"0";"CHEMBL660784";"Inhibitory concentration against cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"15.0"
"CHEMBL178268";"";"None";"402.52";"0";"4.03";"9k";"CC(C)COc1cc(Nc2ccc(S(C)(=O)=O)cc2)n2ncc(C(C)C)c2n1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"14.71";"0.29";"1.89";"6.92";"0";"CHEMBL828118";"Inhibitory concentration for Cyclin-dependent kinase 2 was determined in the presence of 100 um ATP (Km 50 uM)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.2"
"CHEMBL272389";"";"None";"394.43";"0";"0.51";"49, page S12 table 1";"CS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"19.76";"0.41";"7.29";"5.27";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"16.0"
"CHEMBL409690";"";"None";"332.34";"0";"0.81";"44, page S12 table 1";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(O)cc32)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"24.07";"0.48";"7.19";"5.98";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"10.0"
"CHEMBL273060";"";"None";"442.24";"0";"1.71";"42, page S12 table 1";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.00";"0.47";"6.25";"7.00";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"11.0"
"CHEMBL409619";"";"None";"361.34";"0";"1.01";"39, page S12 table 1";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc([N+](=O)[O-])c32)cc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"15.55";"0.31";"4.61";"3.58";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"2400.0"
"CHEMBL271137";"";"None";"345.38";"0";"1.23";"38, page S12 table 1";"NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cccc(CO)c32)cc1";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"21.04";"0.41";"6.04";"5.98";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"54.0"
"CHEMBL314397";"";"None";"442.24";"0";"3.54";"25, page S12 table 1";"NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"18.85";"0.50";"4.80";"6.90";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"4.6"
"CHEMBL270132";"";"None";"382.40";"0";"2.39";"23, page S12 table 1";"NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"22.49";"0.44";"6.21";"6.76";"1";"CHEMBL952109";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"2.5"
"CHEMBL232148";"";"None";"350.38";"0";"1.92";"14";"NS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)cc1";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"13.04";"0.27";"2.65";"3.82";"0";"CHEMBL896714";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149560";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"27.0"
"CHEMBL233554";"";"None";"420.52";"0";"1.93";"7";"CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1";"IC50";"'='";"570.0";"nM";"6.24";"";"";"UO_0000065";"14.85";"0.30";"4.31";"5.41";"0";"CHEMBL896714";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149560";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.57"
"CHEMBL259838";"";"None";"328.76";"0";"3.33";"7";"O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.46";"0.52";"5.37";"9.57";"0";"CHEMBL661128";"Inhibitory concentration against cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136207";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"2.0"
"CHEMBL363058";"";"None";"469.50";"0";"3.22";"7";"CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"11.65";"0.21";"2.25";"5.58";"0";"CHEMBL831696";"Inhibition of human Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138659";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"3.4"
"CHEMBL187969";"";"None";"533.36";"1";"4.90";"22";"CN(C)CCOc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1";"IC50";"'='";"984.0";"nM";"6.01";"";"";"UO_0000065";"11.26";"0.23";"1.11";"6.68";"0";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"984.0"
"CHEMBL273060";"";"None";"442.24";"0";"1.71";"42";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.00";"0.47";"6.25";"7.00";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"11.0"
"CHEMBL235849";"";"None";"385.47";"0";"3.25";"107";"CS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"18.94";"0.38";"4.05";"8.28";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"50.0"
"CHEMBL271594";"GW300653X";"None";"358.42";"0";"2.23";"C33";"CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"19.88";"0.39";"4.89";"6.27";"1";"CHEMBL661123";"Evaluated for inhibition of human cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137075";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"75.0"
"CHEMBL1957226";"";"None";"373.80";"0";"3.34";"30";"COc1cc(CNC(=O)c2ncoc2-c2ccc(OC)c(Cl)c2)ccn1";"IC50";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"16.59";"0.33";"2.86";"7.17";"0";"CHEMBL1960395";"Inhibition of CDK2 by AlphaLISA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955730";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"6.2"
"CHEMBL1957227";"";"None";"411.77";"0";"4.35";"31";"COc1ccc(-c2ocnc2C(=O)NCc2ccnc(C(F)(F)F)c2)cc1Cl";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"13.84";"0.28";"1.35";"7.38";"0";"CHEMBL1960395";"Inhibition of CDK2 by AlphaLISA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955730";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"5.7"
"CHEMBL442186";"";"None";"367.45";"0";"4.38";"8c";"O=C1Nc2ccc(F)c3c(SC[C@@H]4CCCN4)cc(-c4ccc[nH]4)c1c23";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"21.08";"0.41";"3.36";"13.61";"0";"CHEMBL658939";"In vitro inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136123";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"18.0"
"CHEMBL201307";"";"None";"580.69";"1";"4.63";"46";"COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1";"IC50";"'='";"62000.0";"nM";"4.21";"";"";"UO_0000065";"7.25";"0.14";"-0.42";"3.46";"0";"CHEMBL860872";"Inhibitory activity against CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149372";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"62.0"
